day;region;team;elo
107;LCS;Dignitas;2423.0
107;LCS;100 Thieves;2400.2
107;LCS;Golden Guardians;2348.0
107;LCS;Immortals;2374.0
107;LCS;FlyQuest;2542.4
107;LCS;Evil Geniuses;2560.1
107;LCS;Team SoloMid;2456.5
108;LCS;Cloud9;2734.9
108;LCS;Team Liquid;2384.1
108;LCS;Counter Logic Gaming;2276.8
108;LCS;Dignitas;2423.0
108;LCS;100 Thieves;2400.2
108;LCS;Golden Guardians;2348.0
108;LCS;Immortals;2374.0
108;LCS;FlyQuest;2542.4
108;LCS;Evil Geniuses;2560.1
108;LCS;Team SoloMid;2456.5
109;LCS;Cloud9;2734.9
109;LCS;Team Liquid;2384.1
109;LCS;Counter Logic Gaming;2276.8
109;LCS;Dignitas;2423.0
109;LCS;100 Thieves;2400.2
109;LCS;Golden Guardians;2348.0
109;LCS;Immortals;2374.0
109;LCS;FlyQuest;2599.9
109;LCS;Evil Geniuses;2502.6
109;LCS;Team SoloMid;2456.5
110;LCS;Cloud9;2797.7
110;LCS;Team Liquid;2384.1
110;LCS;Counter Logic Gaming;2276.8
110;LCS;Dignitas;2423.0
110;LCS;100 Thieves;2400.2
110;LCS;Golden Guardians;2348.0
110;LCS;Immortals;2374.0
110;LCS;FlyQuest;2537.1
110;LCS;Evil Geniuses;2502.6
110;LCS;Team SoloMid;2456.5
111;LCS;Cloud9;2797.7
111;LCS;Team Liquid;2384.1
111;LCS;Counter Logic Gaming;2276.8
111;LCS;Dignitas;2423.0
111;LCS;100 Thieves;2400.2
111;LCS;Golden Guardians;2348.0
111;LCS;Immortals;2374.0
111;LCS;FlyQuest;2537.1
111;LCS;Evil Geniuses;2502.6
111;LCS;Team SoloMid;2456.5
112;LCS;Cloud9;2797.7
112;LCS;Team Liquid;2384.1
112;LCS;Counter Logic Gaming;2276.8
112;LCS;Dignitas;2423.0
112;LCS;100 Thieves;2400.2
112;LCS;Golden Guardians;2348.0
112;LCS;Immortals;2374.0
112;LCS;FlyQuest;2537.1
112;LCS;Evil Geniuses;2502.6
112;LCS;Team SoloMid;2456.5
113;LCS;Cloud9;2797.7
113;LCS;Team Liquid;2384.1
113;LCS;Counter Logic Gaming;2276.8
113;LCS;Dignitas;2423.0
113;LCS;100 Thieves;2400.2
113;LCS;Golden Guardians;2348.0
113;LCS;Immortals;2374.0
113;LCS;FlyQuest;2537.1
113;LCS;Evil Geniuses;2502.6
113;LCS;Team SoloMid;2456.5
114;LCS;Cloud9;2797.7
114;LCS;Team Liquid;2384.1
114;LCS;Counter Logic Gaming;2276.8
114;LCS;Dignitas;2423.0
114;LCS;100 Thieves;2400.2
114;LCS;Golden Guardians;2348.0
114;LCS;Immortals;2374.0
114;LCS;FlyQuest;2537.1
114;LCS;Evil Geniuses;2502.6
114;LCS;Team SoloMid;2456.5
115;LCS;Cloud9;2797.7
115;LCS;Team Liquid;2384.1
115;LCS;Counter Logic Gaming;2276.8
115;LCS;Dignitas;2423.0
115;LCS;100 Thieves;2400.2
115;LCS;Golden Guardians;2348.0
115;LCS;Immortals;2374.0
115;LCS;FlyQuest;2537.1
115;LCS;Evil Geniuses;2502.6
115;LCS;Team SoloMid;2456.5
116;LCS;Cloud9;2797.7
116;LCS;Team Liquid;2384.1
116;LCS;Counter Logic Gaming;2276.8
116;LCS;Dignitas;2423.0
116;LCS;100 Thieves;2400.2
116;LCS;Golden Guardians;2348.0
116;LCS;Immortals;2374.0
116;LCS;FlyQuest;2537.1
116;LCS;Evil Geniuses;2502.6
116;LCS;Team SoloMid;2456.5
117;LCS;Cloud9;2797.7
117;LCS;Team Liquid;2384.1
117;LCS;Counter Logic Gaming;2276.8
117;LCS;Dignitas;2423.0
117;LCS;100 Thieves;2400.2
117;LCS;Golden Guardians;2348.0
117;LCS;Immortals;2374.0
117;LCS;FlyQuest;2537.1
117;LCS;Evil Geniuses;2502.6
117;LCS;Team SoloMid;2456.5
118;LCS;Cloud9;2797.7
118;LCS;Team Liquid;2384.1
118;LCS;Counter Logic Gaming;2276.8
118;LCS;Dignitas;2423.0
118;LCS;100 Thieves;2400.2
118;LCS;Golden Guardians;2348.0
118;LCS;Immortals;2374.0
118;LCS;FlyQuest;2537.1
118;LCS;Evil Geniuses;2502.6
118;LCS;Team SoloMid;2456.5
119;LCS;Cloud9;2797.7
119;LCS;Team Liquid;2384.1
119;LCS;Counter Logic Gaming;2276.8
119;LCS;Dignitas;2423.0
119;LCS;100 Thieves;2400.2
119;LCS;Golden Guardians;2348.0
119;LCS;Immortals;2374.0
119;LCS;FlyQuest;2537.1
119;LCS;Evil Geniuses;2502.6
119;LCS;Team SoloMid;2456.5
120;LCS;Cloud9;2797.7
120;LCS;Team Liquid;2384.1
120;LCS;Counter Logic Gaming;2276.8
120;LCS;Dignitas;2423.0
120;LCS;100 Thieves;2400.2
120;LCS;Golden Guardians;2348.0
120;LCS;Immortals;2374.0
120;LCS;FlyQuest;2537.1
120;LCS;Evil Geniuses;2502.6
120;LCS;Team SoloMid;2456.5
121;LCS;Cloud9;2797.7
121;LCS;Team Liquid;2384.1
121;LCS;Counter Logic Gaming;2276.8
121;LCS;Dignitas;2423.0
121;LCS;100 Thieves;2400.2
121;LCS;Golden Guardians;2348.0
121;LCS;Immortals;2374.0
121;LCS;FlyQuest;2537.1
121;LCS;Evil Geniuses;2502.6
121;LCS;Team SoloMid;2456.5
122;LCS;Cloud9;2797.7
122;LCS;Team Liquid;2384.1
122;LCS;Counter Logic Gaming;2276.8
122;LCS;Dignitas;2423.0
122;LCS;100 Thieves;2400.2
122;LCS;Golden Guardians;2348.0
122;LCS;Immortals;2374.0
122;LCS;FlyQuest;2537.1
122;LCS;Evil Geniuses;2502.6
122;LCS;Team SoloMid;2456.5
123;LCS;Cloud9;2797.7
123;LCS;Team Liquid;2384.1
123;LCS;Counter Logic Gaming;2276.8
123;LCS;Dignitas;2423.0
123;LCS;100 Thieves;2400.2
123;LCS;Golden Guardians;2348.0
123;LCS;Immortals;2374.0
123;LCS;FlyQuest;2537.1
123;LCS;Evil Geniuses;2502.6
123;LCS;Team SoloMid;2456.5
124;LCS;Cloud9;2797.7
124;LCS;Team Liquid;2384.1
124;LCS;Counter Logic Gaming;2276.8
124;LCS;Dignitas;2423.0
124;LCS;100 Thieves;2400.2
124;LCS;Golden Guardians;2348.0
124;LCS;Immortals;2374.0
124;LCS;FlyQuest;2537.1
124;LCS;Evil Geniuses;2502.6
124;LCS;Team SoloMid;2456.5
125;LCS;Cloud9;2797.7
125;LCS;Team Liquid;2384.1
125;LCS;Counter Logic Gaming;2276.8
125;LCS;Dignitas;2423.0
125;LCS;100 Thieves;2400.2
125;LCS;Golden Guardians;2348.0
125;LCS;Immortals;2374.0
125;LCS;FlyQuest;2537.1
125;LCS;Evil Geniuses;2502.6
125;LCS;Team SoloMid;2456.5
126;LCS;Cloud9;2797.7
126;LCS;Team Liquid;2384.1
126;LCS;Counter Logic Gaming;2276.8
126;LCS;Dignitas;2423.0
126;LCS;100 Thieves;2400.2
126;LCS;Golden Guardians;2348.0
126;LCS;Immortals;2374.0
126;LCS;FlyQuest;2537.1
126;LCS;Evil Geniuses;2502.6
126;LCS;Team SoloMid;2456.5
127;LCS;Cloud9;2797.7
127;LCS;Team Liquid;2384.1
127;LCS;Counter Logic Gaming;2276.8
127;LCS;Dignitas;2423.0
127;LCS;100 Thieves;2400.2
127;LCS;Golden Guardians;2348.0
127;LCS;Immortals;2374.0
127;LCS;FlyQuest;2537.1
127;LCS;Evil Geniuses;2502.6
127;LCS;Team SoloMid;2456.5
128;LCS;Cloud9;2797.7
128;LCS;Team Liquid;2384.1
128;LCS;Counter Logic Gaming;2276.8
128;LCS;Dignitas;2423.0
128;LCS;100 Thieves;2400.2
128;LCS;Golden Guardians;2348.0
128;LCS;Immortals;2374.0
128;LCS;FlyQuest;2537.1
128;LCS;Evil Geniuses;2502.6
128;LCS;Team SoloMid;2456.5
129;LCS;Cloud9;2797.7
129;LCS;Team Liquid;2384.1
129;LCS;Counter Logic Gaming;2276.8
129;LCS;Dignitas;2423.0
129;LCS;100 Thieves;2400.2
129;LCS;Golden Guardians;2348.0
129;LCS;Immortals;2374.0
129;LCS;FlyQuest;2537.1
129;LCS;Evil Geniuses;2502.6
129;LCS;Team SoloMid;2456.5
130;LCS;Cloud9;2797.7
130;LCS;Team Liquid;2384.1
130;LCS;Counter Logic Gaming;2276.8
130;LCS;Dignitas;2423.0
130;LCS;100 Thieves;2400.2
130;LCS;Golden Guardians;2348.0
130;LCS;Immortals;2374.0
130;LCS;FlyQuest;2537.1
130;LCS;Evil Geniuses;2502.6
130;LCS;Team SoloMid;2456.5
131;LCS;Cloud9;2797.7
131;LCS;Team Liquid;2384.1
131;LCS;Counter Logic Gaming;2276.8
131;LCS;Dignitas;2423.0
131;LCS;100 Thieves;2400.2
131;LCS;Golden Guardians;2348.0
131;LCS;Immortals;2374.0
131;LCS;FlyQuest;2537.1
131;LCS;Evil Geniuses;2502.6
131;LCS;Team SoloMid;2456.5
132;LCS;Cloud9;2797.7
132;LCS;Team Liquid;2384.1
132;LCS;Counter Logic Gaming;2276.8
132;LCS;Dignitas;2423.0
132;LCS;100 Thieves;2400.2
132;LCS;Golden Guardians;2348.0
132;LCS;Immortals;2374.0
132;LCS;FlyQuest;2537.1
132;LCS;Evil Geniuses;2502.6
132;LCS;Team SoloMid;2456.5
133;LCS;Cloud9;2797.7
133;LCS;Team Liquid;2384.1
133;LCS;Counter Logic Gaming;2276.8
133;LCS;Dignitas;2423.0
133;LCS;100 Thieves;2400.2
133;LCS;Golden Guardians;2348.0
133;LCS;Immortals;2374.0
133;LCS;FlyQuest;2537.1
133;LCS;Evil Geniuses;2502.6
133;LCS;Team SoloMid;2456.5
134;LCS;Cloud9;2797.7
134;LCS;Team Liquid;2384.1
134;LCS;Counter Logic Gaming;2276.8
134;LCS;Dignitas;2423.0
134;LCS;100 Thieves;2400.2
134;LCS;Golden Guardians;2348.0
134;LCS;Immortals;2374.0
134;LCS;FlyQuest;2537.1
134;LCS;Evil Geniuses;2502.6
134;LCS;Team SoloMid;2456.5
135;LCS;Cloud9;2797.7
135;LCS;Team Liquid;2384.1
135;LCS;Counter Logic Gaming;2276.8
135;LCS;Dignitas;2423.0
135;LCS;100 Thieves;2400.2
135;LCS;Golden Guardians;2348.0
135;LCS;Immortals;2374.0
135;LCS;FlyQuest;2537.1
135;LCS;Evil Geniuses;2502.6
135;LCS;Team SoloMid;2456.5
136;LCS;Cloud9;2797.7
136;LCS;Team Liquid;2384.1
136;LCS;Counter Logic Gaming;2276.8
136;LCS;Dignitas;2423.0
136;LCS;100 Thieves;2400.2
136;LCS;Golden Guardians;2348.0
136;LCS;Immortals;2374.0
136;LCS;FlyQuest;2537.1
136;LCS;Evil Geniuses;2502.6
136;LCS;Team SoloMid;2456.5
137;LCS;Cloud9;2797.7
137;LCS;Team Liquid;2384.1
137;LCS;Counter Logic Gaming;2276.8
137;LCS;Dignitas;2423.0
137;LCS;100 Thieves;2400.2
137;LCS;Golden Guardians;2348.0
137;LCS;Immortals;2374.0
137;LCS;FlyQuest;2537.1
137;LCS;Evil Geniuses;2502.6
137;LCS;Team SoloMid;2456.5
138;LCS;Cloud9;2797.7
138;LCS;Team Liquid;2384.1
138;LCS;Counter Logic Gaming;2276.8
138;LCS;Dignitas;2423.0
138;LCS;100 Thieves;2400.2
138;LCS;Golden Guardians;2348.0
138;LCS;Immortals;2374.0
138;LCS;FlyQuest;2537.1
138;LCS;Evil Geniuses;2502.6
138;LCS;Team SoloMid;2456.5
139;LCS;Cloud9;2797.7
139;LCS;Team Liquid;2384.1
139;LCS;Counter Logic Gaming;2276.8
139;LCS;Dignitas;2423.0
139;LCS;100 Thieves;2400.2
139;LCS;Golden Guardians;2348.0
139;LCS;Immortals;2374.0
139;LCS;FlyQuest;2537.1
139;LCS;Evil Geniuses;2502.6
139;LCS;Team SoloMid;2456.5
140;LCS;Cloud9;2797.7
140;LCS;Team Liquid;2384.1
140;LCS;Counter Logic Gaming;2276.8
140;LCS;Dignitas;2423.0
140;LCS;100 Thieves;2400.2
140;LCS;Golden Guardians;2348.0
140;LCS;Immortals;2374.0
140;LCS;FlyQuest;2537.1
140;LCS;Evil Geniuses;2502.6
140;LCS;Team SoloMid;2456.5
141;LCS;Cloud9;2797.7
141;LCS;Team Liquid;2384.1
141;LCS;Counter Logic Gaming;2276.8
141;LCS;Dignitas;2423.0
141;LCS;100 Thieves;2400.2
141;LCS;Golden Guardians;2348.0
141;LCS;Immortals;2374.0
141;LCS;FlyQuest;2537.1
141;LCS;Evil Geniuses;2502.6
141;LCS;Team SoloMid;2456.5
142;LCS;Cloud9;2797.7
142;LCS;Team Liquid;2384.1
142;LCS;Counter Logic Gaming;2276.8
142;LCS;Dignitas;2423.0
142;LCS;100 Thieves;2400.2
142;LCS;Golden Guardians;2348.0
142;LCS;Immortals;2374.0
142;LCS;FlyQuest;2537.1
142;LCS;Evil Geniuses;2502.6
142;LCS;Team SoloMid;2456.5
143;LCS;Cloud9;2797.7
143;LCS;Team Liquid;2384.1
143;LCS;Counter Logic Gaming;2276.8
143;LCS;Dignitas;2423.0
143;LCS;100 Thieves;2400.2
143;LCS;Golden Guardians;2348.0
143;LCS;Immortals;2374.0
143;LCS;FlyQuest;2537.1
143;LCS;Evil Geniuses;2502.6
143;LCS;Team SoloMid;2456.5
144;LCS;Cloud9;2797.7
144;LCS;Team Liquid;2384.1
144;LCS;Counter Logic Gaming;2276.8
144;LCS;Dignitas;2423.0
144;LCS;100 Thieves;2400.2
144;LCS;Golden Guardians;2348.0
144;LCS;Immortals;2374.0
144;LCS;FlyQuest;2537.1
144;LCS;Evil Geniuses;2502.6
144;LCS;Team SoloMid;2456.5
145;LCS;Cloud9;2797.7
145;LCS;Team Liquid;2384.1
145;LCS;Counter Logic Gaming;2276.8
145;LCS;Dignitas;2423.0
145;LCS;100 Thieves;2400.2
145;LCS;Golden Guardians;2348.0
145;LCS;Immortals;2374.0
145;LCS;FlyQuest;2537.1
145;LCS;Evil Geniuses;2502.6
145;LCS;Team SoloMid;2456.5
146;LCS;Cloud9;2797.7
146;LCS;Team Liquid;2384.1
146;LCS;Counter Logic Gaming;2276.8
146;LCS;Dignitas;2423.0
146;LCS;100 Thieves;2400.2
146;LCS;Golden Guardians;2348.0
146;LCS;Immortals;2374.0
146;LCS;FlyQuest;2537.1
146;LCS;Evil Geniuses;2502.6
146;LCS;Team SoloMid;2456.5
147;LCS;Cloud9;2797.7
147;LCS;Team Liquid;2384.1
147;LCS;Counter Logic Gaming;2276.8
147;LCS;Dignitas;2423.0
147;LCS;100 Thieves;2400.2
147;LCS;Golden Guardians;2348.0
147;LCS;Immortals;2374.0
147;LCS;FlyQuest;2537.1
147;LCS;Evil Geniuses;2502.6
147;LCS;Team SoloMid;2456.5
148;LCS;Cloud9;2797.7
148;LCS;Team Liquid;2384.1
148;LCS;Counter Logic Gaming;2276.8
148;LCS;Dignitas;2423.0
148;LCS;100 Thieves;2400.2
148;LCS;Golden Guardians;2348.0
148;LCS;Immortals;2374.0
148;LCS;FlyQuest;2537.1
148;LCS;Evil Geniuses;2502.6
148;LCS;Team SoloMid;2456.5
149;LCS;Cloud9;2797.7
149;LCS;Team Liquid;2384.1
149;LCS;Counter Logic Gaming;2276.8
149;LCS;Dignitas;2423.0
149;LCS;100 Thieves;2400.2
149;LCS;Golden Guardians;2348.0
149;LCS;Immortals;2374.0
149;LCS;FlyQuest;2537.1
149;LCS;Evil Geniuses;2502.6
149;LCS;Team SoloMid;2456.5
150;LCS;Cloud9;2797.7
150;LCS;Team Liquid;2384.1
150;LCS;Counter Logic Gaming;2276.8
150;LCS;Dignitas;2423.0
150;LCS;100 Thieves;2400.2
150;LCS;Golden Guardians;2348.0
150;LCS;Immortals;2374.0
150;LCS;FlyQuest;2537.1
150;LCS;Evil Geniuses;2502.6
150;LCS;Team SoloMid;2456.5
151;LCS;Cloud9;2797.7
151;LCS;Team Liquid;2384.1
151;LCS;Counter Logic Gaming;2276.8
151;LCS;Dignitas;2423.0
151;LCS;100 Thieves;2400.2
151;LCS;Golden Guardians;2348.0
151;LCS;Immortals;2374.0
151;LCS;FlyQuest;2537.1
151;LCS;Evil Geniuses;2502.6
151;LCS;Team SoloMid;2456.5
152;LCS;Cloud9;2797.7
152;LCS;Team Liquid;2384.1
152;LCS;Counter Logic Gaming;2276.8
152;LCS;Dignitas;2423.0
152;LCS;100 Thieves;2400.2
152;LCS;Golden Guardians;2348.0
152;LCS;Immortals;2374.0
152;LCS;FlyQuest;2537.1
152;LCS;Evil Geniuses;2502.6
152;LCS;Team SoloMid;2456.5
153;LCS;Cloud9;2797.7
153;LCS;Team Liquid;2384.1
153;LCS;Counter Logic Gaming;2276.8
153;LCS;Dignitas;2423.0
153;LCS;100 Thieves;2400.2
153;LCS;Golden Guardians;2348.0
153;LCS;Immortals;2374.0
153;LCS;FlyQuest;2537.1
153;LCS;Evil Geniuses;2502.6
153;LCS;Team SoloMid;2456.5
154;LCS;Cloud9;2797.7
154;LCS;Team Liquid;2384.1
154;LCS;Counter Logic Gaming;2276.8
154;LCS;Dignitas;2423.0
154;LCS;100 Thieves;2400.2
154;LCS;Golden Guardians;2348.0
154;LCS;Immortals;2374.0
154;LCS;FlyQuest;2537.1
154;LCS;Evil Geniuses;2502.6
154;LCS;Team SoloMid;2456.5
155;LCS;Cloud9;2797.7
155;LCS;Team Liquid;2384.1
155;LCS;Counter Logic Gaming;2276.8
155;LCS;Dignitas;2423.0
155;LCS;100 Thieves;2400.2
155;LCS;Golden Guardians;2348.0
155;LCS;Immortals;2374.0
155;LCS;FlyQuest;2537.1
155;LCS;Evil Geniuses;2502.6
155;LCS;Team SoloMid;2456.5
156;LCS;Cloud9;2797.7
156;LCS;Team Liquid;2384.1
156;LCS;Counter Logic Gaming;2276.8
156;LCS;Dignitas;2423.0
156;LCS;100 Thieves;2400.2
156;LCS;Golden Guardians;2348.0
156;LCS;Immortals;2374.0
156;LCS;FlyQuest;2537.1
156;LCS;Evil Geniuses;2502.6
156;LCS;Team SoloMid;2456.5
157;LCS;Cloud9;2797.7
157;LCS;Team Liquid;2384.1
157;LCS;Counter Logic Gaming;2276.8
157;LCS;Dignitas;2423.0
157;LCS;100 Thieves;2400.2
157;LCS;Golden Guardians;2348.0
157;LCS;Immortals;2374.0
157;LCS;FlyQuest;2537.1
157;LCS;Evil Geniuses;2502.6
157;LCS;Team SoloMid;2456.5
158;LCS;Cloud9;2797.7
158;LCS;Team Liquid;2384.1
158;LCS;Counter Logic Gaming;2276.8
158;LCS;Dignitas;2423.0
158;LCS;100 Thieves;2400.2
158;LCS;Golden Guardians;2348.0
158;LCS;Immortals;2374.0
158;LCS;FlyQuest;2537.1
158;LCS;Evil Geniuses;2502.6
158;LCS;Team SoloMid;2456.5
159;LCS;Cloud9;2797.7
159;LCS;Team Liquid;2384.1
159;LCS;Counter Logic Gaming;2276.8
159;LCS;Dignitas;2423.0
159;LCS;100 Thieves;2400.2
159;LCS;Golden Guardians;2348.0
159;LCS;Immortals;2374.0
159;LCS;FlyQuest;2537.1
159;LCS;Evil Geniuses;2502.6
159;LCS;Team SoloMid;2456.5
160;LCS;Cloud9;2797.7
160;LCS;Team Liquid;2384.1
160;LCS;Counter Logic Gaming;2276.8
160;LCS;Dignitas;2423.0
160;LCS;100 Thieves;2400.2
160;LCS;Golden Guardians;2348.0
160;LCS;Immortals;2374.0
160;LCS;FlyQuest;2537.1
160;LCS;Evil Geniuses;2502.6
160;LCS;Team SoloMid;2456.5
161;LCS;Cloud9;2797.7
161;LCS;Team Liquid;2384.1
161;LCS;Counter Logic Gaming;2276.8
161;LCS;Dignitas;2423.0
161;LCS;100 Thieves;2400.2
161;LCS;Golden Guardians;2348.0
161;LCS;Immortals;2374.0
161;LCS;FlyQuest;2537.1
161;LCS;Evil Geniuses;2502.6
161;LCS;Team SoloMid;2456.5
162;LCS;Cloud9;2797.7
162;LCS;Team Liquid;2384.1
162;LCS;Counter Logic Gaming;2276.8
162;LCS;Dignitas;2423.0
162;LCS;100 Thieves;2400.2
162;LCS;Golden Guardians;2348.0
162;LCS;Immortals;2374.0
162;LCS;FlyQuest;2537.1
162;LCS;Evil Geniuses;2502.6
162;LCS;Team SoloMid;2456.5
163;LCS;Cloud9;2797.7
163;LCS;Team Liquid;2384.1
163;LCS;Counter Logic Gaming;2276.8
163;LCS;Dignitas;2423.0
163;LCS;100 Thieves;2400.2
163;LCS;Golden Guardians;2348.0
163;LCS;Immortals;2374.0
163;LCS;FlyQuest;2537.1
163;LCS;Evil Geniuses;2502.6
163;LCS;Team SoloMid;2456.5
164;LCS;Cloud9;2797.7
164;LCS;Team Liquid;2384.1
164;LCS;Counter Logic Gaming;2276.8
164;LCS;Dignitas;2423.0
164;LCS;100 Thieves;2400.2
164;LCS;Golden Guardians;2348.0
164;LCS;Immortals;2374.0
164;LCS;FlyQuest;2537.1
164;LCS;Evil Geniuses;2502.6
164;LCS;Team SoloMid;2456.5
165;LCS;Cloud9;2815.9
165;LCS;Team Liquid;2444.4
165;LCS;Counter Logic Gaming;2258.6
165;LCS;Dignitas;2362.4
165;LCS;100 Thieves;2364.5
165;LCS;Golden Guardians;2408.6
165;LCS;Immortals;2343.7
165;LCS;FlyQuest;2549.2
165;LCS;Evil Geniuses;2556.5
165;LCS;Team SoloMid;2396.2
166;LCS;Cloud9;2822.8
166;LCS;Team Liquid;2489.3
166;LCS;Counter Logic Gaming;2320.6
166;LCS;Dignitas;2317.2
166;LCS;100 Thieves;2357.6
166;LCS;Golden Guardians;2363.7
166;LCS;Immortals;2281.7
166;LCS;FlyQuest;2549.2
166;LCS;Evil Geniuses;2556.5
166;LCS;Team SoloMid;2441.4
167;LCS;Cloud9;2822.8
167;LCS;Team Liquid;2489.3
167;LCS;Counter Logic Gaming;2320.6
167;LCS;Dignitas;2317.2
167;LCS;100 Thieves;2357.6
167;LCS;Golden Guardians;2363.7
167;LCS;Immortals;2281.7
167;LCS;FlyQuest;2549.2
167;LCS;Evil Geniuses;2556.5
167;LCS;Team SoloMid;2441.4
168;LCS;Cloud9;2822.8
168;LCS;Team Liquid;2489.3
168;LCS;Counter Logic Gaming;2320.6
168;LCS;Dignitas;2317.2
168;LCS;100 Thieves;2357.6
168;LCS;Golden Guardians;2363.7
168;LCS;Immortals;2281.7
168;LCS;FlyQuest;2549.2
168;LCS;Evil Geniuses;2556.5
168;LCS;Team SoloMid;2441.4
169;LCS;Cloud9;2822.8
169;LCS;Team Liquid;2489.3
169;LCS;Counter Logic Gaming;2320.6
169;LCS;Dignitas;2317.2
169;LCS;100 Thieves;2357.6
169;LCS;Golden Guardians;2363.7
169;LCS;Immortals;2281.7
169;LCS;FlyQuest;2549.2
169;LCS;Evil Geniuses;2556.5
169;LCS;Team SoloMid;2441.4
170;LCS;Cloud9;2822.8
170;LCS;Team Liquid;2489.3
170;LCS;Counter Logic Gaming;2320.6
170;LCS;Dignitas;2317.2
170;LCS;100 Thieves;2357.6
170;LCS;Golden Guardians;2363.7
170;LCS;Immortals;2281.7
170;LCS;FlyQuest;2549.2
170;LCS;Evil Geniuses;2556.5
170;LCS;Team SoloMid;2441.4
171;LCS;Cloud9;2822.8
171;LCS;Team Liquid;2489.3
171;LCS;Counter Logic Gaming;2320.6
171;LCS;Dignitas;2317.2
171;LCS;100 Thieves;2357.6
171;LCS;Golden Guardians;2363.7
171;LCS;Immortals;2281.7
171;LCS;FlyQuest;2549.2
171;LCS;Evil Geniuses;2556.5
171;LCS;Team SoloMid;2441.4
172;LCS;Cloud9;2840.6
172;LCS;Team Liquid;2521.2
172;LCS;Counter Logic Gaming;2418.3
172;LCS;Dignitas;2275.7
172;LCS;100 Thieves;2325.7
172;LCS;Golden Guardians;2307.5
172;LCS;Immortals;2253.2
172;LCS;FlyQuest;2588.0
172;LCS;Evil Geniuses;2538.7
172;LCS;Team SoloMid;2431.1
173;LCS;Cloud9;2845.0
173;LCS;Team Liquid;2473.7
173;LCS;Counter Logic Gaming;2418.3
173;LCS;Dignitas;2261.5
173;LCS;100 Thieves;2365.4
173;LCS;Golden Guardians;2303.1
173;LCS;Immortals;2213.5
173;LCS;FlyQuest;2602.2
173;LCS;Evil Geniuses;2586.2
173;LCS;Team SoloMid;2431.1
174;LCS;Cloud9;2845.0
174;LCS;Team Liquid;2473.7
174;LCS;Counter Logic Gaming;2418.3
174;LCS;Dignitas;2261.5
174;LCS;100 Thieves;2365.4
174;LCS;Golden Guardians;2303.1
174;LCS;Immortals;2213.5
174;LCS;FlyQuest;2602.2
174;LCS;Evil Geniuses;2586.2
174;LCS;Team SoloMid;2431.1
175;LCS;Cloud9;2845.0
175;LCS;Team Liquid;2473.7
175;LCS;Counter Logic Gaming;2418.3
175;LCS;Dignitas;2261.5
175;LCS;100 Thieves;2365.4
175;LCS;Golden Guardians;2303.1
175;LCS;Immortals;2213.5
175;LCS;FlyQuest;2602.2
175;LCS;Evil Geniuses;2586.2
175;LCS;Team SoloMid;2431.1
176;LCS;Cloud9;2845.0
176;LCS;Team Liquid;2473.7
176;LCS;Counter Logic Gaming;2418.3
176;LCS;Dignitas;2261.5
176;LCS;100 Thieves;2365.4
176;LCS;Golden Guardians;2303.1
176;LCS;Immortals;2213.5
176;LCS;FlyQuest;2602.2
176;LCS;Evil Geniuses;2586.2
176;LCS;Team SoloMid;2431.1
177;LCS;Cloud9;2845.0
177;LCS;Team Liquid;2473.7
177;LCS;Counter Logic Gaming;2418.3
177;LCS;Dignitas;2261.5
177;LCS;100 Thieves;2365.4
177;LCS;Golden Guardians;2303.1
177;LCS;Immortals;2213.5
177;LCS;FlyQuest;2602.2
177;LCS;Evil Geniuses;2586.2
177;LCS;Team SoloMid;2431.1
178;LCS;Cloud9;2845.0
178;LCS;Team Liquid;2473.7
178;LCS;Counter Logic Gaming;2418.3
178;LCS;Dignitas;2261.5
178;LCS;100 Thieves;2365.4
178;LCS;Golden Guardians;2303.1
178;LCS;Immortals;2213.5
178;LCS;FlyQuest;2602.2
178;LCS;Evil Geniuses;2586.2
178;LCS;Team SoloMid;2431.1
179;LCS;Cloud9;2855.6
179;LCS;Team Liquid;2487.0
179;LCS;Counter Logic Gaming;2438.6
179;LCS;Dignitas;2237.6
179;LCS;100 Thieves;2319.3
179;LCS;Golden Guardians;2240.5
179;LCS;Immortals;2276.1
179;LCS;FlyQuest;2628.0
179;LCS;Evil Geniuses;2515.3
179;LCS;Team SoloMid;2502.0
180;LCS;Cloud9;2859.0
180;LCS;Team Liquid;2487.0
180;LCS;Counter Logic Gaming;2438.6
180;LCS;Dignitas;2220.8
180;LCS;100 Thieves;2293.4
180;LCS;Golden Guardians;2330.8
180;LCS;Immortals;2272.7
180;LCS;FlyQuest;2537.7
180;LCS;Evil Geniuses;2532.1
180;LCS;Team SoloMid;2527.9
181;LCS;Cloud9;2859.0
181;LCS;Team Liquid;2487.0
181;LCS;Counter Logic Gaming;2438.6
181;LCS;Dignitas;2220.8
181;LCS;100 Thieves;2293.4
181;LCS;Golden Guardians;2330.8
181;LCS;Immortals;2272.7
181;LCS;FlyQuest;2537.7
181;LCS;Evil Geniuses;2532.1
181;LCS;Team SoloMid;2527.9
182;LCS;Cloud9;2859.0
182;LCS;Team Liquid;2487.0
182;LCS;Counter Logic Gaming;2438.6
182;LCS;Dignitas;2220.8
182;LCS;100 Thieves;2293.4
182;LCS;Golden Guardians;2330.8
182;LCS;Immortals;2272.7
182;LCS;FlyQuest;2537.7
182;LCS;Evil Geniuses;2532.1
182;LCS;Team SoloMid;2527.9
183;LCS;Cloud9;2859.0
183;LCS;Team Liquid;2487.0
183;LCS;Counter Logic Gaming;2438.6
